accepted_prefix	attempts_prefix_total	first_hit_censored_streams	hit_count	hit_rate	interval_contract	population	region	side_count	stream_count	survival_count	survival_rate	wilson_high	wilson_low
24	59	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	central_symmetry_residual_high	3	2	0	0.0	1.0	0.34238022750665303
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	central_symmetry_residual_high	3	2	2	1.0	0.6576197724933469	0.0
1	10	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
2	14	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
4	25	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
8	56	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
16	130	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
24	169	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
1	152	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
2	300	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
4	616	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
8	914	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
16	1745	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
1	3	1	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
2	5	1	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
4	10	1	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
8	18	1	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
16	34	1	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
24	50	1	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
1	10	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
2	20	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
4	43	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
8	59	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
16	105	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
24	153	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
1	3	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
2	5	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	1	0.5	0.9054687942657693	0.09453120573423074
4	10	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
8	19	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
16	39	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
24	59	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	support_novelty_high	3	2	0	0.0	1.0	0.34238022750665303
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	support_novelty_high	3	2	2	1.0	0.6576197724933469	0.0
1	7	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	26	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	84	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	123	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	19	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	52	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	105	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	223	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	427	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	6	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	14	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	29	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	62	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	89	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	33	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	50	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	2	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
2	4	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
4	8	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
8	16	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
16	32	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
24	48	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_low	4	2	0	0.0	1.0	0.34238022750665303
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_low	4	2	2	1.0	0.6576197724933469	0.0
1	7	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	16	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	1	0.5	0.9054687942657693	0.09453120573423074
4	26	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	1	0.5	0.9054687942657693	0.09453120573423074
8	48	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
16	84	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
24	123	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
1	19	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	52	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
8	105	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
16	223	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
24	427	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	primal-hull-uniform-disk[points=n+4,origin=interior]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	regular-mutation[steps=4,scale=0.03]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=16]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
1	4	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	6	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	14	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
8	29	0	1	0.5	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	1	0.5	0.9054687942657693	0.09453120573423074
16	62	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
24	89	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=1]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
1	2	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	4	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
4	8	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
8	16	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
16	33	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
24	50	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[alpha=4]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
1	2	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	4	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	8	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
8	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
16	32	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
24	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	repulsive-gap[regular]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
1	2	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
2	4	0	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	2	1.0	0.6576197724933469	0.0
4	8	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
8	16	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
16	32	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
24	48	0	2	1.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	zonogon[lengths=uniform(0.5,1.5)]	covariance_anisotropy_high	4	2	0	0.0	1.0	0.34238022750665303
1	7	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
2	16	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
4	26	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
8	48	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
16	84	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
24	123	2	0	0.0	Wilson 95% over exactly two independent confirmation seed streams; descriptive only	current-baseline[delta=0.2]	isoperimetric_ratio_low	4	2	2	1.0	0.6576197724933469	0.0
